step,event,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,contact_left_in_contact,contact_left_force,contact_right_in_contact,contact_right_force,image_file
181,1,-0.0006068773800507188,0.018786916509270668,-4.545782940112986e-05,-0.04687810689210892,-0.0004900279454886913,-9.728824615478516,False,0.0,False,0.0,
182,1,-0.0002895847719628364,0.01877390593290329,-4.952263770974241e-05,-0.04694189503788948,-0.0022708424367010593,-9.729681015014648,False,0.0,False,0.0,
183,1,-0.0005806379485875368,0.018760303035378456,-6.51136870146729e-05,-0.04689941927790642,-0.000437246635556221,-9.730684280395508,False,0.0,False,0.0,
184,1,-0.00028697738889604807,0.01874944008886814,-6.832731742179021e-05,-0.04682440683245659,-0.00219746888615191,-9.731663703918457,False,0.0,False,0.0,
185,1,-0.0005735209560953081,0.01873687468469143,-8.270487160189077e-05,-0.04681257903575897,-0.0004681160789914429,-9.73266887664795,False,0.0,False,0.0,
186,1,-0.0002810542064253241,0.018720805644989014,-8.582236478105187e-05,-0.04687008261680603,-0.0021849717013537884,-9.733539581298828,False,0.0,False,0.0,
187,1,-0.0001789690286386758,0.018713584169745445,-0.00010051677963929251,-0.046703606843948364,-0.0015246584080159664,-9.734704971313477,False,0.0,False,0.0,
188,1,-0.0005408672732301056,0.018705489113926888,-0.00011438565707067028,-0.04678063839673996,-0.00031896523432806134,-9.735635757446289,False,0.0,False,0.0,
189,1,-0.0002739346818998456,0.018698835745453835,-0.00011325788364047185,-0.04679195210337639,-0.00212845834903419,-9.736638069152832,False,0.0,False,0.0,
190,1,-0.0005679712048731744,0.018687602132558823,-0.00012399455590639263,-0.04685036465525627,-0.0004971133312210441,-9.737615585327148,False,0.0,False,0.0,
191,1,-0.0006692349561490119,0.01867414452135563,-0.00012612485443241894,-0.046846985816955566,-0.0011504627764225006,-9.738668441772461,False,0.0,False,0.0,
192,1,-0.00031513668363913894,0.01865868642926216,-0.00012961780885234475,-0.04679940268397331,-0.002294013975188136,-9.739768028259277,False,0.0,False,0.0,
193,1,-0.0001936973276315257,0.018645411357283592,-0.00014483861741609871,-0.04682750999927521,-0.0015539191663265228,-9.740760803222656,False,0.0,False,0.0,
194,1,-0.0005191193195059896,0.018628528341650963,-0.0001598830276634544,-0.046814702451229095,-0.0004517377237789333,-9.7418794631958,False,0.0,False,0.0,
195,1,-0.0002719476178754121,0.01861531287431717,-0.0001623801508685574,-0.04679520055651665,-0.0020326164085417986,-9.742958068847656,False,0.0,False,0.0,
196,1,-0.0005515307420864701,0.01858966052532196,-0.00017501768888905644,-0.04692862927913666,-0.0005611201049759984,-9.74390983581543,False,0.0,False,0.0,
197,1,-0.00027574089472182095,0.01856294460594654,-0.00017791474238038063,-0.04685397446155548,-0.0020797073375433683,-9.745038032531738,False,0.0,False,0.0,
198,1,-0.00018746155546978116,0.018542125821113586,-0.0001911458239192143,-0.04668726772069931,-0.001462031970731914,-9.746299743652344,False,0.0,False,0.0,
199,1,-0.0005176764680072665,0.018515806645154953,-0.0002032758784480393,-0.04677199572324753,-0.00046750897308811545,-9.747302055358887,False,0.0,False,0.0,
200,1,-0.00044747767969965935,0.018489602953195572,-0.0002043988642981276,-0.046705786138772964,-0.0015569754177704453,-9.748475074768066,False,0.0,False,0.0,images/step_0200.png
201,1,-0.00024548807414248586,0.01847165822982788,-0.00021065244800411165,-0.04654385894536972,-0.001758742262609303,-9.74971866607666,False,0.0,False,0.0,
202,1,-0.0005184283363632858,0.018448447808623314,-0.0002224679192295298,-0.046648457646369934,-0.0005620355950668454,-9.750762939453125,False,0.0,False,0.0,
203,1,-0.00027014027000404894,0.018432743847370148,-0.000223883573198691,-0.046469204127788544,-0.0019095658790320158,-9.752065658569336,False,0.0,False,0.0,
204,1,-0.0005239457823336124,0.018409810960292816,-0.00023322770721279085,-0.04656778275966644,-0.0005686089280061424,-9.75314998626709,False,0.0,False,0.0,
205,1,-0.0002737271133810282,0.018385635688900948,-0.0002326715039089322,-0.04652397334575653,-0.0018478938145563006,-9.754328727722168,False,0.0,False,0.0,
206,1,-0.0005191942327655852,0.018361106514930725,-0.00023864346439950168,-0.046481307595968246,-0.0005287602543830872,-9.755515098571777,False,0.0,False,0.0,
207,1,-0.0005934929940849543,0.018335547298192978,-0.000235685525694862,-0.0464458130300045,-0.0010250431951135397,-9.756689071655273,False,0.0,False,0.0,
208,1,-0.0002992539666593075,0.018314208835363388,-0.00023179299023468047,-0.04629117250442505,-0.001750262686982751,-9.758015632629395,False,0.0,False,0.0,
209,1,-0.00019630625320132822,0.01829420030117035,-0.00023366589448414743,-0.04635335132479668,-0.0011410514125600457,-9.75909423828125,False,0.0,False,0.0,
210,1,-0.00047405704390257597,0.018273519352078438,-0.0002334621240152046,-0.04628729447722435,-0.00033616891596466303,-9.76036548614502,False,0.0,False,0.0,
211,1,-0.00026303721824660897,0.018254496157169342,-0.00022186472779139876,-0.04625868797302246,-0.0014467701548710465,-9.761556625366211,False,0.0,False,0.0,
212,1,-0.00018540803284849972,0.018233006820082664,-0.00021546645439229906,-0.04615935683250427,-0.0009313514456152916,-9.762852668762207,False,0.0,False,0.0,
213,1,-0.00016118556959554553,0.01821117289364338,-0.00020656171545851976,-0.0461173877120018,-0.000772379687987268,-9.764066696166992,False,0.0,False,0.0,
214,1,-0.00044030643766745925,0.018186163157224655,-0.00019359176803845912,-0.04611818492412567,-6.185454549267888e-05,-9.765241622924805,False,0.0,False,0.0,
215,1,-0.00025706912856549025,0.01816369593143463,-0.00016993263852782547,-0.04601653665304184,-0.001039536902680993,-9.766541481018066,False,0.0,False,0.0,
216,1,-0.0001915471366373822,0.018138915300369263,-0.00014928211749065667,-0.0459340363740921,-0.0005440834211185575,-9.767793655395508,False,0.0,False,0.0,
217,1,-0.00044059407082386315,0.018114391714334488,-0.00012533727567642927,-0.04596658796072006,0.00017676048446446657,-9.768939971923828,False,0.0,False,0.0,
218,1,-0.0005240535829216242,0.01808631420135498,-9.111313556786627e-05,-0.045902300626039505,-0.0001627301680855453,-9.77018928527832,False,0.0,False,0.0,
219,1,-0.0002814895997289568,0.018064329400658607,-5.2843861340079457e-05,-0.04570808261632919,-0.0006514714332297444,-9.771509170532227,False,0.0,False,0.0,
220,1,-0.00045542913721874356,0.01804080605506897,-1.757264180923812e-05,-0.045697715133428574,0.00042059720726683736,-9.772720336914062,False,0.0,False,0.0,images/step_0220.png
221,1,-0.00025262151029892266,0.018018541857600212,2.7186026272829622e-05,-0.04565846174955368,-0.0003463876200839877,-9.77393627166748,False,0.0,False,0.0,
222,1,-0.0004319094878155738,0.01800067536532879,7.045728125376627e-05,-0.04545554146170616,0.0006463879253715277,-9.775299072265625,False,0.0,False,0.0,
223,1,-0.0004907175898551941,0.017978204414248466,0.00012204115046188235,-0.04543720930814743,0.00037635560147464275,-9.776501655578613,False,0.0,False,0.0,
224,1,-0.0002623397158458829,0.017952406778931618,0.0001764636253938079,-0.04536101967096329,-4.2258063331246376e-05,-9.777758598327637,False,0.0,False,0.0,
225,1,-0.0004156948998570442,0.01792822778224945,0.00022833413095213473,-0.04523744434118271,0.0008828681893646717,-9.779012680053711,False,0.0,False,0.0,
226,1,-0.0004632103373296559,0.017911290749907494,0.00028686714358627796,-0.045066118240356445,0.0005959512782283127,-9.780318260192871,False,0.0,False,0.0,
227,1,-0.0004719208227470517,0.0178914163261652,0.0003455861296970397,-0.0449761264026165,0.0005942285060882568,-9.781596183776855,False,0.0,False,0.0,
228,1,-0.0004653258656617254,0.01786218397319317,0.00040359783452004194,-0.04502096772193909,0.0005972834769636393,-9.782734870910645,False,0.0,False,0.0,
229,1,-0.0002452404296491295,0.017831435427069664,0.00045974436216056347,-0.04486062750220299,0.00020880525698885322,-9.783987045288086,False,0.0,False,0.0,
230,1,-0.00037510201218537986,0.017808198928833008,0.0005099040572531521,-0.04470566660165787,0.0009135521249845624,-9.785266876220703,False,0.0,False,0.0,
231,1,-0.0003120022884104401,0.017783381044864655,0.0005604691104963422,-0.0445728674530983,0.0003402857109904289,-9.786517143249512,False,0.0,False,0.0,
232,1,-0.0003837026306428015,0.01776041090488434,0.0006084734341129661,-0.04445243254303932,0.0005633265245705843,-9.78777027130127,False,0.0,False,0.0,
233,1,-0.0004015346057713032,0.017730560153722763,0.0006510883686132729,-0.04443436488509178,0.00027231889544054866,-9.788944244384766,False,0.0,False,0.0,
234,1,-0.0003996834275312722,0.0177028626203537,0.000687657855451107,-0.04412679746747017,0.00010366714559495449,-9.790287017822266,False,0.0,False,0.0,
235,1,-0.00030383109697140753,0.01767454855144024,0.0007165550487115979,-0.04399967938661575,-0.00022161065135151148,-9.791528701782227,False,0.0,False,0.0,
236,1,-0.0001791103568393737,0.01764434203505516,0.0007353384862653911,-0.04389837756752968,-0.0004009453987237066,-9.792731285095215,False,0.0,False,0.0,
237,1,-0.0003048282233066857,0.01762106642127037,0.0007425131625495851,-0.04368766397237778,-0.00013450870756059885,-9.7940092086792,False,0.0,False,0.0,
238,1,-0.00017876294441521168,0.017597828060388565,0.0007447382668033242,-0.04353460296988487,-0.0009157815366052091,-9.795302391052246,False,0.0,False,0.0,
239,1,-0.00029234407702460885,0.017575504258275032,0.0007386874058283865,-0.04339081421494484,-0.000570035248529166,-9.796501159667969,False,0.0,False,0.0,
240,1,-0.00017828962882049382,0.01755109801888466,0.0007241704151965678,-0.04319849610328674,-0.0012910498771816492,-9.797810554504395,False,0.0,False,0.0,images/step_0240.png
241,1,-0.0002831665624398738,0.017519645392894745,0.0007008679676800966,-0.043182823807001114,-0.0009591677808202803,-9.798954963684082,False,0.0,False,0.0,
242,1,-0.00031729243346489966,0.01748742163181305,0.0006726199062541127,-0.042993608862161636,-0.0013654385693371296,-9.800219535827637,False,0.0,False,0.0,
243,1,-0.0003200283390469849,0.017465917393565178,0.0006406275206245482,-0.042673349380493164,-0.0015215741004794836,-9.801557540893555,False,0.0,False,0.0,
244,1,-0.0003155773738399148,0.017438195645809174,0.0006037920829840004,-0.04271586611866951,-0.001609695958904922,-9.802699089050293,False,0.0,False,0.0,
245,1,-0.00030891282949596643,0.017416972666978836,0.0005618386785499752,-0.04245873913168907,-0.0016775322146713734,-9.804011344909668,False,0.0,False,0.0,
246,1,-0.0003019563155248761,0.01739363558590412,0.000516414234880358,-0.04223889857530594,-0.0017063328996300697,-9.805335998535156,False,0.0,False,0.0,
247,1,-0.00028840667800977826,0.017368432134389877,0.00047172518679872155,-0.04218374192714691,-0.001723496476188302,-9.806557655334473,False,0.0,False,0.0,
248,1,-0.00016617419896647334,0.01734783500432968,0.00042689539259299636,-0.0419234000146389,-0.0018966719508171082,-9.807899475097656,False,0.0,False,0.0,
249,1,-0.00023297571169678122,0.017322372645139694,0.00038070985465310514,-0.04189005121588707,-0.0014181715669110417,-9.809122085571289,False,0.0,False,0.0,
250,1,-0.00025083794025704265,0.017289835959672928,0.00033667273237369955,-0.04185306653380394,-0.001594776171259582,-9.8103609085083,False,0.0,False,0.0,
251,1,-0.00025285434094257653,0.017265139147639275,0.0002950172929558903,-0.04154302924871445,-0.0015355030773207545,-9.811736106872559,False,0.0,False,0.0,
252,1,-0.0002472368360031396,0.01723322831094265,0.0002591901575215161,-0.04150181636214256,-0.0014630653895437717,-9.813003540039062,False,0.0,False,0.0,
253,1,-0.0002417059731669724,0.017206616699695587,0.0002259219327243045,-0.04123151674866676,-0.0013748285127803683,-9.814384460449219,False,0.0,False,0.0,
254,1,-0.00014261764590628445,0.01718132197856903,0.00019376041018404067,-0.041152581572532654,-0.001484916778281331,-9.815720558166504,False,0.0,False,0.0,
255,1,-0.00019647926092147827,0.017152821645140648,0.00016634544590488076,-0.0411025732755661,-0.0009902616729959846,-9.817044258117676,False,0.0,False,0.0,
256,1,-0.00020987962489016354,0.01712883822619915,0.0001430441188858822,-0.04083520174026489,-0.001128846313804388,-9.818500518798828,False,0.0,False,0.0,
257,1,-0.0002099168923450634,0.017109571024775505,0.00012302612594794482,-0.04078124091029167,-0.0010619398672133684,-9.819866180419922,False,0.0,False,0.0,
258,1,-0.0002063198626274243,0.01708054356276989,0.00010407424269942567,-0.04085971415042877,-0.0009881705045700073,-9.821176528930664,False,0.0,False,0.0,
259,1,-0.00019979993521701545,0.01705985702574253,8.972665818873793e-05,-0.040562886744737625,-0.000922593695577234,-9.822739601135254,False,0.0,False,0.0,
260,1,-0.00019328480993863195,0.017041251063346863,7.609959720866755e-05,-0.04056910425424576,-0.000862521817907691,-9.824145317077637,False,0.0,False,0.0,images/step_0260.png
261,1,-0.0001876359456218779,0.017019493505358696,6.195327296154574e-05,-0.040588729083538055,-0.0008060615509748459,-9.825580596923828,False,0.0,False,0.0,
262,1,-0.0001787420769687742,0.017001576721668243,5.1067072490695864e-05,-0.04045283421874046,-0.0007626374717801809,-9.82714557647705,False,0.0,False,0.0,
263,1,-0.0001741572341416031,0.016976524144411087,4.026264286949299e-05,-0.04049588367342949,-0.0007063541561365128,-9.828625679016113,False,0.0,False,0.0,
264,1,-0.00016814068658277392,0.016950370743870735,3.26500266965013e-05,-0.040379028767347336,-0.0006740745157003403,-9.830214500427246,False,0.0,False,0.0,
265,1,-0.000162312644533813,0.016920175403356552,2.4933549866545945e-05,-0.040438756346702576,-0.0006350948242470622,-9.831703186035156,False,0.0,False,0.0,
266,1,-0.00015586479275953025,0.016900289803743362,2.0230492737027816e-05,-0.040267448872327805,-0.0006048086215741932,-9.833434104919434,False,0.0,False,0.0,
267,1,-0.0001511057635070756,0.016887251287698746,1.4969516996643506e-05,-0.0401473306119442,-0.0005672875558957458,-9.835126876831055,False,0.0,False,0.0,
268,1,-0.00014507526066154242,0.016869882121682167,1.1633541362243704e-05,-0.040338944643735886,-0.0005463444977067411,-9.836709976196289,False,0.0,False,0.0,
269,1,-0.0001398083259118721,0.016849203035235405,8.05819763627369e-06,-0.04033862054347992,-0.0005152386147528887,-9.838411331176758,False,0.0,False,0.0,
270,1,-0.00013416499132290483,0.016826629638671875,6.477569968410535e-06,-0.04032113775610924,-0.0004935481701977551,-9.840163230895996,False,0.0,False,0.0,
271,1,-0.00013060747005511075,0.016813213005661964,4.5768310883431695e-06,-0.04020581766963005,-0.00046192630543373525,-9.842016220092773,False,0.0,False,0.0,
272,1,-0.00012446845357771963,0.016787393018603325,-1.7350940595406428e-07,-0.04050818085670471,-0.0004582714173011482,-9.843643188476562,False,0.0,False,0.0,
273,1,-0.00012050687655573711,0.01676722802221775,-2.524983528928715e-06,-0.04031042009592056,-0.0004184329300187528,-9.845630645751953,False,0.0,False,0.0,
274,1,-9.97109164018184e-05,0.016745954751968384,-5.7932984418584965e-06,-0.04043332859873772,-0.0005040625110268593,-9.847419738769531,False,0.0,False,0.0,
275,1,-0.00010597085929475725,0.016720708459615707,-7.581815225421451e-06,-0.040572430938482285,-0.00029403172084130347,-9.849235534667969,False,0.0,False,0.0,
276,1,-0.00010557626228546724,0.016703655943274498,-1.0535804904066026e-05,-0.04057542607188225,-0.0003629722341429442,-9.851197242736816,False,0.0,False,0.0,
277,1,-0.00010286361066391692,0.016678012907505035,-1.1284200809313916e-05,-0.04081392660737038,-0.0003523165360093117,-9.853028297424316,False,0.0,False,0.0,
278,1,-9.914905240293592e-05,0.016659118235111237,-1.349958711216459e-05,-0.04071548953652382,-0.0003406204632483423,-9.855093955993652,False,0.0,False,0.0,
279,1,-9.597457392374054e-05,0.016641534864902496,-1.3416459296422545e-05,-0.040696967393159866,-0.0003165070083923638,-9.857158660888672,False,0.0,False,0.0,
280,1,-9.179742482956499e-05,0.016614453867077827,-1.4331402780953795e-05,-0.04097692295908928,-0.0003143703506793827,-9.859036445617676,False,0.0,False,0.0,images/step_0280.png
281,1,-8.877849904820323e-05,0.01658812165260315,-1.2941015484102536e-05,-0.04099959135055542,-0.00028400789597071707,-9.86112117767334,False,0.0,False,0.0,
282,1,-8.527918544132262e-05,0.016558948904275894,-1.2968696864845697e-05,-0.0410631000995636,-0.00028141189250163734,-9.8631591796875,False,0.0,False,0.0,
283,1,-8.130133937811479e-05,0.016538331285119057,-1.0904103874054272e-05,-0.04104112833738327,-0.0002708469983190298,-9.865301132202148,False,0.0,False,0.0,
284,1,-7.782450848026201e-05,0.016512449830770493,-9.926440725394059e-06,-0.04120967537164688,-0.000253185658948496,-9.867361068725586,False,0.0,False,0.0,
285,1,-7.481450302293524e-05,0.016493747010827065,-1.1027679647668265e-05,-0.041085489094257355,-0.00023593913647346199,-9.869589805603027,False,0.0,False,0.0,
286,1,-6.505537749035284e-05,0.01647602953016758,-1.029787199513521e-05,-0.04128451645374298,-0.00034922861959785223,-9.871664047241211,False,0.0,False,0.0,
287,1,-6.605187809327617e-05,0.016457881778478622,-1.0459271834406536e-05,-0.04126797616481781,-0.00012132470146752894,-9.873900413513184,False,0.0,False,0.0,
288,1,-6.47673150524497e-05,0.016450537368655205,-8.555584827263374e-06,-0.041168443858623505,-0.00019132827583234757,-9.876181602478027,False,0.0,False,0.0,
289,1,-6.248364661587402e-05,0.016433168202638626,-7.292062036867719e-06,-0.04157043620944023,-0.00019555751350708306,-9.878170013427734,False,0.0,False,0.0,
290,1,-6.0077985835960135e-05,0.016413936391472816,-7.84361418482149e-06,-0.0416509173810482,-0.0001838609023252502,-9.88037109375,False,0.0,False,0.0,
291,1,-5.757400140282698e-05,0.01639312133193016,-5.909175797569333e-06,-0.041560739278793335,-0.00017365462554153055,-9.882635116577148,False,0.0,False,0.0,
292,1,-5.447597141028382e-05,0.016372140496969223,-5.103031526232371e-06,-0.04169975221157074,-0.00018818747776094824,-9.884786605834961,False,0.0,False,0.0,
293,1,-5.208611037232913e-05,0.016361888498067856,-5.573256657953607e-06,-0.04155086353421211,-0.0001483595697209239,-9.887099266052246,False,0.0,False,0.0,
294,1,-4.951300797984004e-05,0.01633988693356514,-3.8814400795672555e-06,-0.04186061769723892,-0.00015660480130463839,-9.88919448852539,False,0.0,False,0.0,
295,1,-4.7029850975377485e-05,0.016316257417201996,-2.663726490936824e-06,-0.04190755635499954,-0.000147698272485286,-9.891376495361328,False,0.0,False,0.0,
296,1,-4.462627839529887e-05,0.01629125140607357,-2.5008296233863803e-06,-0.04189305752515793,-0.00013713927182834595,-9.893587112426758,False,0.0,False,0.0,
297,1,-4.224321310175583e-05,0.016274811699986458,2.8374640237416315e-07,-0.04187833517789841,-0.00013364020560402423,-9.8958101272583,False,0.0,False,0.0,
298,1,-4.0001563320402056e-05,0.016263050958514214,2.6136999622394796e-06,-0.0417352169752121,-0.00011434023326728493,-9.898094177246094,False,0.0,False,0.0,
299,1,-3.772564377868548e-05,0.016246061772108078,4.238157998770475e-06,-0.04194660857319832,-0.00013388194201979786,-9.900176048278809,False,0.0,False,0.0,
300,1,-3.555322109605186e-05,0.016234463080763817,4.304229605622822e-06,-0.041813116520643234,-0.0001016879323287867,-9.90243911743164,False,0.0,False,0.0,images/step_0300.png
301,1,-3.342164200148545e-05,0.016218014061450958,5.67046981814201e-06,-0.04195381700992584,-0.00010567536810413003,-9.90451717376709,False,0.0,False,0.0,
302,1,-3.13941236527171e-05,0.016200296580791473,8.62389242684003e-06,-0.04200812429189682,-0.00011058604286517948,-9.9066162109375,False,0.0,False,0.0,
303,1,-2.9311111575225368e-05,0.016187647357583046,1.1256743164267391e-05,-0.04189183562994003,-8.643737965030596e-05,-9.908808708190918,False,0.0,False,0.0,
304,1,-2.7405878427089192e-05,0.016174588352441788,1.2988326488994062e-05,-0.04200214520096779,-0.00010149784793611616,-9.910837173461914,False,0.0,False,0.0,
305,1,-2.542638139857445e-05,0.0161577221006155,1.378026445308933e-05,-0.04212537407875061,-7.996844942681491e-05,-9.91284465789795,False,0.0,False,0.0,
306,1,-2.34814560826635e-05,0.016141949221491814,1.3652065717906225e-05,-0.04210638254880905,-7.750968507025391e-05,-9.914896011352539,False,0.0,False,0.0,
307,1,-2.1721180019085295e-05,0.016125382855534554,1.2904228242405225e-05,-0.04207298532128334,-8.892118785297498e-05,-9.916926383972168,False,0.0,False,0.0,
308,1,-1.982509456865955e-05,0.01610538363456726,1.2121473446313757e-05,-0.042093198746442795,-6.5183499827981e-05,-9.918889045715332,False,0.0,False,0.0,
309,1,-1.8141714463126846e-05,0.016091477125883102,1.2876538676209748e-05,-0.04201742261648178,-7.391921826638281e-05,-9.92087459564209,False,0.0,False,0.0,
310,1,-1.652185346756596e-05,0.016075219959020615,1.596588481334038e-05,-0.04206223413348198,-7.025005470495671e-05,-9.922758102416992,False,0.0,False,0.0,
311,1,-1.4767029824724887e-05,0.016062574461102486,1.9565937691368163e-05,-0.04201781749725342,-5.7504857977619395e-05,-9.924654006958008,False,0.0,False,0.0,
312,1,-1.3163337825972121e-05,0.01605302095413208,2.311481694050599e-05,-0.04182339832186699,-6.231310544535518e-05,-9.926616668701172,False,0.0,False,0.0,
313,1,-1.751141644490417e-05,0.016042964532971382,2.6811618226929568e-05,-0.041988205164670944,-0.000382292055292055,-9.928312301635742,False,0.0,False,0.0,
314,1,-1.208205139846541e-05,0.0160337183624506,3.047110112675e-05,-0.04201807454228401,0.00019412243273109198,-9.930041313171387,False,0.0,False,0.0,
315,1,-1.560065538797062e-05,0.016019146889448166,3.0213519494282082e-05,-0.04204800724983215,-0.0003159219631925225,-9.931718826293945,False,0.0,False,0.0,
316,1,-9.05831348063657e-06,0.016008077189326286,2.8652486435021274e-05,-0.0418555848300457,0.00023168823099695146,-9.933479309082031,False,0.0,False,0.0,
317,1,-5.906976639380446e-06,0.015994086861610413,2.7680658604367636e-05,-0.042015280574560165,1.8048980564344674e-05,-9.934983253479004,False,0.0,False,0.0,
318,1,-4.001254183094716e-06,0.015986083075404167,2.6808927941601723e-05,-0.04174606502056122,-2.874925485230051e-05,-9.936681747436523,True,0.0,True,0.0,
319,1,-2.4351002139155753e-06,0.01597250998020172,2.623638829390984e-05,-0.04200972616672516,-3.5897832276532426e-05,-9.938021659851074,True,0.0,True,0.0,
320,1,-8.826467819744721e-06,0.01595747284591198,2.5829705919022672e-05,-0.04201909154653549,-0.0003804980078712106,-9.939436912536621,True,0.0,True,0.0,images/step_0320.png
321,1,-2.1584176010946976e-06,0.015944020822644234,2.644702726684045e-05,-0.041945673525333405,0.00023672496899962425,-9.940841674804688,True,0.0,True,0.0,
322,1,1.059119199453562e-06,0.015927355736494064,2.8172960810479708e-05,-0.04197658970952034,3.285615093773231e-05,-9.942106246948242,True,0.0,True,0.0,
323,1,-5.525857432076009e-06,0.015918923541903496,3.0726459954166785e-05,-0.04188995063304901,-0.00036867187009193003,-9.943422317504883,True,0.0,True,0.0,
324,2,1.4747162140338332e-06,0.015915950760245323,3.384238516446203e-05,-0.041650619357824326,0.0002471218176651746,-9.944761276245117,True,0.0,True,0.0,
325,3,-7.9078454291448e-06,0.01592610776424408,3.191884025000036e-05,-0.047074563801288605,3.427032061154023e-05,-9.97931957244873,True,0.0,True,0.0,
326,3,-3.495567580102943e-05,0.01593801937997341,6.141549238236621e-05,-0.04608626663684845,9.033107926370576e-05,-9.96590518951416,True,0.0,True,0.0,
327,3,-3.8699265132891014e-05,0.015947721898555756,3.854892565868795e-05,-0.04530736431479454,-0.0007073817541822791,-9.953533172607422,True,0.0,True,0.0,
328,3,-4.115092087886296e-05,0.01595156453549862,3.772674608626403e-05,-0.04477129504084587,-1.1215768608963117e-05,-9.942033767700195,True,0.0,True,0.0,
329,3,-4.255296880728565e-05,0.015955200418829918,3.824312079814263e-05,-0.04425050690770149,3.207123154425062e-05,-9.931533813476562,True,0.0,True,0.0,
330,3,0.010595284402370453,0.03317874297499657,-0.8456075191497803,0.12293500453233719,0.5123506784439087,-10.081639289855957,True,4.816001892089844,True,2.393589735031128,
331,3,0.010335453785955906,0.0031159264035522938,2.6279094219207764,-0.23930466175079346,-0.7407419085502625,-9.819561958312988,True,3.017608880996704,True,5.1389923095703125,
332,3,0.008244697004556656,0.05149054899811745,1.438258171081543,0.2496955394744873,0.020785216242074966,-10.111425399780273,True,2.7849555015563965,True,4.802017688751221,
333,3,0.014296310022473335,0.0691119059920311,2.6433749198913574,0.1025654599070549,0.18300968408584595,-10.035604476928711,True,3.1483399868011475,True,4.577502250671387,
334,3,0.013062991201877594,0.04220274090766907,2.6351265907287598,-0.2455006092786789,0.022018330171704292,-9.729485511779785,True,3.4711639881134033,True,4.520667552947998,
335,3,0.0025343240704387426,0.07586115598678589,-1.4489914178848267,0.249960258603096,-0.02329178713262081,-10.123391151428223,True,3.6092913150787354,True,4.411860466003418,
336,4,-0.008775613270699978,0.05789119750261307,-0.7306893467903137,-0.19567027688026428,-0.09585144370794296,-9.75759220123291,True,3.4080848693847656,True,4.487416744232178,
337,4,0.0009157152962870896,0.06362501531839371,-1.3689095973968506,-0.07681040465831757,-0.004805929493159056,-9.6985445022583,True,3.312364339828491,True,4.331679821014404,
338,4,0.018198654055595398,0.07999788224697113,-0.5550867319107056,0.023158416152000427,0.6244683265686035,-10.208133697509766,True,3.307415246963501,True,4.725050449371338,
339,4,0.0038805718068033457,0.04121324419975281,-0.42729541659355164,-0.3486645221710205,-0.21031802892684937,-10.707271575927734,True,4.077495098114014,True,3.815793991088867,
340,4,-0.00028133386513218284,0.034592874348163605,-0.6032907366752625,-0.02186683937907219,-0.12626302242279053,-11.468647003173828,True,3.987346649169922,True,4.114925384521484,images/step_0340.png
341,4,-0.0012594026047736406,0.029329562559723854,-0.19974921643733978,-0.07174646109342575,-0.012512010522186756,-11.665532112121582,True,3.88211727142334,True,3.82010555267334,
342,4,-0.001158239203505218,0.037811871618032455,-0.21561084687709808,-0.004939699545502663,-0.05671912804245949,-11.741429328918457,True,3.9182817935943604,True,4.033664226531982,
343,4,-0.005598877090960741,0.056658197194337845,-1.9903773069381714,0.0239891204982996,0.07253055274486542,-11.712017059326172,True,4.069976329803467,True,3.910259485244751,
344,4,0.0027109964285045862,0.04518246650695801,-1.1147942543029785,-0.6002358198165894,12.785335540771484,-9.953859329223633,True,3.055424928665161,True,4.772773742675781,
345,4,0.009720288217067719,0.02355702593922615,0.5317088961601257,-0.5346121788024902,-0.5418171286582947,-11.074661254882812,True,4.032197952270508,True,3.7973787784576416,
346,4,0.007910473272204399,0.02987995743751526,1.2600003480911255,0.2493276298046112,-8.622611045837402,-11.922115325927734,True,4.523468971252441,True,3.5209603309631348,
347,4,0.0033621983602643013,0.028351735323667526,0.5360063910484314,-0.007637793198227882,-2.777439594268799,-10.868694305419922,True,4.074767112731934,True,3.8480846881866455,
348,4,-0.003795313648879528,0.04263674467802048,-0.2818077504634857,-0.09367646276950836,-0.43938782811164856,-10.600629806518555,True,4.074285984039307,True,3.9274039268493652,
349,4,0.0007255652453750372,0.02379862777888775,0.7426577806472778,-0.3724769651889801,0.4725579619407654,-10.244562149047852,True,3.964735507965088,True,3.9886059761047363,
350,4,0.002437727991491556,0.020891934633255005,0.10454908013343811,-0.17568111419677734,-0.4578084349632263,-10.236912727355957,True,3.8708956241607666,True,3.9884724617004395,
351,4,-0.0020071242470294237,0.041962891817092896,-0.4074832499027252,0.0050639864057302475,0.2617037296295166,-10.260050773620605,True,4.062667369842529,True,3.9713096618652344,
352,4,0.005538280121982098,0.028593633323907852,1.1517783403396606,-0.2655889689922333,0.5078586935997009,-9.964006423950195,True,3.981839418411255,True,3.9957656860351562,
353,4,0.007562354207038879,0.02629050239920616,0.39119958877563477,-0.10287404805421829,-1.2606462240219116,-9.976054191589355,True,3.9183943271636963,True,3.935291290283203,
354,4,0.0019033894641324878,0.04748063534498215,-0.3679518699645996,0.0399232916533947,0.11442828178405762,-10.057451248168945,True,4.068911075592041,True,3.9533307552337646,
355,4,0.00787021778523922,0.03187401220202446,1.4965181350708008,-0.2637483477592468,0.5545596480369568,-9.769481658935547,True,3.9756641387939453,True,4.034844398498535,
